ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
1408,HH261329,03/23/2002 11:12:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0312,003,20,69,01A,1180004,1861762,2002,08/25/2009 02:50:36 PM,41.775945369,-87.615667887,"(41.775945369, -87.615667887)"
1407,HH260295,03/23/2002 11:25:00 AM,028XX W 31ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,COUNTY JAIL,true,false,1033,010,12,30,01A,1157820,1884019,2002,08/25/2009 02:50:36 PM,41.837500734,-87.696388141,"(41.837500734, -87.696388141)"
1406,HH259717,03/23/2002 05:00:00 AM,015XX W 19 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1222,012,,31,01A,1166637,1890874,2002,08/25/2009 02:50:36 PM,41.856127527,-87.663838615,"(41.856127527, -87.663838615)"
1401,HH251391,03/22/2002 02:20:00 PM,008XX S INDEPENDENCE BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1133,011,24,26,01A,1151191,1895907,2002,10/31/2014 03:20:56 PM,41.870255162,-87.720401653,"(41.870255162, -87.720401653)"
1402,HH257615,03/22/2002 04:54:00 AM,067XX S GREEN STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0723,007,,68,01A,1171761,1860059,2002,08/25/2009 02:50:36 PM,41.771456927,-87.6459358,"(41.771456927, -87.6459358)"
1404,HH257676,03/22/2002 02:42:00 AM,024XX W 25 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1034,010,,31,01A,1160285,1887378,2002,08/25/2009 02:50:36 PM,41.846667681,-87.687250228,"(41.846667681, -87.687250228)"
1403,HH257676,03/22/2002 02:42:00 AM,024XX W 25 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1034,010,,31,01A,1160285,1887378,2002,08/25/2009 02:50:36 PM,41.846667681,-87.687250228,"(41.846667681, -87.687250228)"
1400,HH257532,03/22/2002 01:55:00 AM,0000X E 59 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0233,002,,40,01A,1177304,1865940,2002,08/25/2009 02:50:36 PM,41.787471636,-87.625439695,"(41.787471636, -87.625439695)"
1399,HH254048,03/21/2002 04:00:00 PM,071XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0323,003,6,69,01A,1179751,1857882,2002,08/25/2009 02:50:36 PM,41.765304038,-87.61671387,"(41.765304038, -87.61671387)"
1398,HH253040,03/19/2002 11:51:00 PM,070XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0731,007,6,69,01A,1174885,1858161,2002,08/25/2009 02:50:36 PM,41.76617951,-87.634540853,"(41.76617951, -87.634540853)"
1397,HH251081,03/18/2002 11:12:00 PM,024XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2524,025,35,22,01A,1150338,1916233,2002,08/25/2009 02:50:36 PM,41.926048436,-87.72300244,"(41.926048436, -87.72300244)"
1396,HH249096,03/18/2002 01:15:00 AM,048XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0931,009,20,61,01A,1164881,1872261,2002,11/24/2009 01:19:47 PM,41.805088882,-87.670810901,"(41.805088882, -87.670810901)"
1395,HH249066,03/18/2002 12:40:00 AM,006XX E 75 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,false,false,0624,006,,69,01A,1182108,1855394,2002,10/31/2014 03:20:56 PM,41.758422501,-87.608151701,"(41.758422501, -87.608151701)"
1394,HH246937,03/16/2002 10:57:00 PM,086XX S EUCLID STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0412,004,,45,01A,1190647,1847954,2002,08/25/2009 02:50:36 PM,41.737804688,-87.577097102,"(41.737804688, -87.577097102)"
1393,HH245450,03/16/2002 04:15:00 AM,021XX W 18TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1223,012,25,31,01A,1162413,1891013,2002,02/23/2011 01:22:21 PM,41.856598289,-87.679338936,"(41.856598289, -87.679338936)"
1392,HH245450,03/16/2002 04:10:00 AM,021XX W 18TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1223,012,25,31,01A,1162413,1891013,2002,02/23/2011 01:22:44 PM,41.856598289,-87.679338936,"(41.856598289, -87.679338936)"
1391,HH245278,03/16/2002 01:55:00 AM,052XX W FULTON STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1523,015,,25,01A,1141009,1901391,2002,08/25/2009 02:50:36 PM,41.885497384,-87.757648415,"(41.885497384, -87.757648415)"
1390,HH243265,03/15/2002 02:35:00 PM,010XX W BUENA  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,2322,019,,3,01A,1168258,1928125,2002,08/25/2009 02:50:36 PM,41.958311723,-87.656810371,"(41.958311723, -87.656810371)"
1389,HH241047,03/14/2002 01:30:00 AM,005XX W DIVISION STREET,0110,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,true,false,1821,018,,8,01A,1172307,1908305,2002,10/31/2014 03:20:56 PM,41.903836143,-87.642511973,"(41.903836143, -87.642511973)"
1388,HH240444,03/13/2002 07:35:00 PM,047XX W WRIGHTWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,false,false,2521,025,31,19,01A,1144245,1917142,2002,08/25/2009 02:50:36 PM,41.928659647,-87.745368592,"(41.928659647, -87.745368592)"
1387,HH232986,03/12/2002 02:40:00 PM,025XX N MARMORA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,2515,025,29,19,01A,1136580,1916556,2002,08/25/2009 02:50:36 PM,41.927192376,-87.773549385,"(41.927192376, -87.773549385)"
1386,HH235648,03/11/2002 03:04:00 PM,011XX N MAYFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1511,015,29,25,01A,1136854,1907110,2002,08/25/2009 02:50:36 PM,41.901266526,-87.772769398,"(41.901266526, -87.772769398)"
1385,HH233509,03/10/2002 02:20:00 PM,093XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0633,006,9,44,01A,1183162,1842961,2002,08/25/2009 02:50:36 PM,41.724280537,-87.604674739,"(41.724280537, -87.604674739)"
1384,HH232668,03/09/2002 11:05:00 PM,057XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,007,16,67,01A,1168923,1866924,2002,08/25/2009 02:50:36 PM,41.790357094,-87.656140752,"(41.790357094, -87.656140752)"
1383,HH230931,03/09/2002 01:16:00 AM,081XX S SOUTH CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0414,004,8,46,01A,1190319,1851061,2002,08/25/2009 02:50:36 PM,41.746338488,-87.578198901,"(41.746338488, -87.578198901)"
1382,HH217148,03/08/2002 06:14:00 AM,087XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0412,004,8,48,01A,1188279,1847575,2002,08/25/2009 02:50:36 PM,41.736821446,-87.585784772,"(41.736821446, -87.585784772)"
1381,HH223398,03/05/2002 01:07:00 PM,010XX N MONTICELLO  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1112,011,,23,01A,1151818,1906578,2002,08/25/2009 02:50:36 PM,41.899525197,-87.717818723,"(41.899525197, -87.717818723)"
1380,HH220638,03/04/2002 04:40:00 AM,117XX S RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0524,005,34,53,01A,1170472,1827167,2002,08/25/2009 02:50:36 PM,41.681224697,-87.65161569,"(41.681224697, -87.65161569)"
1379,HH216219,03/01/2002 03:10:00 PM,081XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,0631,006,8,44,01A,1183615,1851034,2002,08/25/2009 02:50:36 PM,41.746423217,-87.602764416,"(41.746423217, -87.602764416)"
1378,HH216168,03/01/2002 02:30:00 PM,081XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0631,006,8,44,01A,1183697,1850974,2002,08/25/2009 02:50:36 PM,41.74625666,-87.602465819,"(41.74625666, -87.602465819)"
1376,HH215105,02/28/2002 09:59:00 PM,003XX S CENTRAL PARK AV,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1133,011,,27,01A,1152485,1898065,2002,10/31/2014 03:20:56 PM,41.876151497,-87.715593918,"(41.876151497, -87.715593918)"
1374,HH211338,02/26/2002 09:54:00 PM,020XX N RICHMOND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1414,014,35,22,01A,1156641,1913852,2002,08/25/2009 02:50:36 PM,41.919389343,-87.699906497,"(41.919389343, -87.699906497)"
1373,HH211040,02/26/2002 06:45:00 PM,069XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0735,007,17,67,01A,1166495,1858898,2002,08/25/2009 02:50:36 PM,41.768384866,-87.66527223,"(41.768384866, -87.66527223)"
1375,HH212130,02/26/2002 09:00:00 AM,058XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0824,008,16,63,01A,1161325,1866040,2002,08/25/2009 02:50:36 PM,41.788092132,-87.6840252,"(41.788092132, -87.6840252)"
1372,HH209260,02/25/2002 10:30:00 PM,044XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1113,011,28,26,01A,1146602,1900641,2002,08/25/2009 02:50:36 PM,41.883334501,-87.737128758,"(41.883334501, -87.737128758)"
1371,HH207983,02/25/2002 12:05:00 PM,009XX W 51 PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0934,009,,61,01A,1171086,1870726,2002,10/31/2014 03:20:56 PM,41.800743173,-87.648098488,"(41.800743173, -87.648098488)"
1370,HH207435,02/25/2002 04:35:00 AM,066XX S WINCHESTER AV.,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0726,007,,67,01A,1164466,1860408,2002,08/25/2009 02:50:36 PM,41.772571516,-87.672667002,"(41.772571516, -87.672667002)"
1369,HH207311,02/25/2002 01:10:00 AM,058XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1170941,1865829,2002,08/25/2009 02:50:36 PM,41.787308433,-87.648773258,"(41.787308433, -87.648773258)"
1368,HH207311,02/25/2002 01:10:00 AM,058XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0712,007,16,68,01A,1170941,1865829,2002,08/25/2009 02:50:36 PM,41.787308433,-87.648773258,"(41.787308433, -87.648773258)"
1367,HH207274,02/25/2002 12:15:00 AM,007XX N TRUMBULL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1121,011,27,23,01A,1153282,1904838,2002,10/31/2014 03:20:56 PM,41.894721521,-87.712487677,"(41.894721521, -87.712487677)"
1366,HH206795,02/24/2002 07:00:00 PM,014XX N WOOD ST.,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1433,014,,24,01A,1164172,1909680,2002,08/25/2009 02:50:36 PM,41.907785121,-87.672354753,"(41.907785121, -87.672354753)"
1365,HH205720,02/24/2002 03:30:00 AM,029XX S DEARBORN ST.,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,false,false,2113,001,,35,01A,1176498,1885030,2002,08/25/2009 02:50:36 PM,41.839874474,-87.627820281,"(41.839874474, -87.627820281)"
1363,HH205535,02/24/2002 01:40:00 AM,038XX W POLK ST.,0110,HOMICIDE,FIRST DEGREE MURDER,BASEMENT,true,false,1133,011,,26,01A,1150857,1896130,2002,08/25/2009 02:50:36 PM,41.870873637,-87.721622048,"(41.870873637, -87.721622048)"
1364,HH205535,02/24/2002 01:40:00 AM,038XX W POLK ST.,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,1133,011,,26,01A,1150857,1896130,2002,08/25/2009 02:50:36 PM,41.870873637,-87.721622048,"(41.870873637, -87.721622048)"
1362,HH203567,02/23/2002 01:45:00 AM,088XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,0412,004,8,48,01A,1188298,1846706,2002,08/25/2009 02:50:36 PM,41.73443637,-87.585742818,"(41.73443637, -87.585742818)"
1361,HH202894,02/22/2002 08:00:00 PM,050XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0224,002,3,38,01A,1178419,1871388,2002,08/25/2009 02:50:36 PM,41.802396197,-87.62118602,"(41.802396197, -87.62118602)"
1359,HH199124,02/20/2002 09:56:00 PM,070XX S MICHIGAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0322,003,6,69,01A,1178347,1858105,2002,08/25/2009 02:50:36 PM,41.765947958,-87.621853163,"(41.765947958, -87.621853163)"
1360,HH198035,02/20/2002 11:20:00 AM,057XX N WINTHROP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2022,020,48,77,01A,1167784,1938406,2002,08/25/2009 02:50:36 PM,41.986533359,-87.658255121,"(41.986533359, -87.658255121)"
1358,HH194368,02/18/2002 04:50:00 PM,006XX N KILBOURN  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,false,false,1111,011,,23,01A,1146222,1903601,2002,10/31/2014 03:20:56 PM,41.891464314,-87.738448806,"(41.891464314, -87.738448806)"
1357,HH192723,02/17/2002 07:00:00 PM,0000X E 75 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0623,006,,69,01A,1178123,1855265,2002,08/25/2009 02:50:36 PM,41.758159764,-87.622760183,"(41.758159764, -87.622760183)"
1356,HH191478,02/17/2002 02:00:00 AM,034XX W 31 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1032,010,,30,01A,1154047,1883898,2002,08/25/2009 02:50:36 PM,41.837244636,-87.710236241,"(41.837244636, -87.710236241)"
1355,HH190442,02/16/2002 12:49:00 PM,016XX W 47 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,ABANDONED BUILDING,false,false,0914,009,,61,01A,1166376,1873591,2002,08/25/2009 02:50:36 PM,41.808706799,-87.665289949,"(41.808706799, -87.665289949)"
1354,HH180733,02/11/2002 02:00:00 PM,065XX S PROMONTARY DR.,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0331,003,,42,01A,1192688,1861697,2002,08/25/2009 02:50:36 PM,41.77546713,-87.569172299,"(41.77546713, -87.569172299)"
1377,E435397,02/11/2002 02:30:00 AM,010XX N LARRABEE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1822,018,27,8,01A,1172111,1907261,2002,08/25/2009 02:50:36 PM,41.900975677,-87.64326277,"(41.900975677, -87.64326277)"
1353,HH178298,02/10/2002 05:39:00 AM,002XX W WACKER DR.,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0113,001,,32,01A,1174634,1902081,2002,10/31/2014 03:20:56 PM,41.886705411,-87.634150732,"(41.886705411, -87.634150732)"
1352,HH178109,02/10/2002 03:35:00 AM,049XX S STATE STREET,0110,HOMICIDE,FIRST DEGREE MURDER,CHA BREEZEWAY,false,false,0231,002,,38,01A,1177075,1872016,2002,08/25/2009 02:50:36 PM,41.804149939,-87.62609605,"(41.804149939, -87.62609605)"
1351,HH177432,02/09/2002 07:16:00 PM,040XX N LAVERGNE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1624,016,45,15,01A,1142253,1926760,2002,08/25/2009 02:50:36 PM,41.955089602,-87.752449113,"(41.955089602, -87.752449113)"
1350,HH175723,02/09/2002 12:55:00 AM,037XX S PRAIRIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,0211,002,3,35,01A,1178509,1880065,2002,08/25/2009 02:50:36 PM,41.826204574,-87.620592016,"(41.826204574, -87.620592016)"
1349,HH167941,02/05/2002 03:54:00 AM,049XX W MADISON STREET,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1533,015,,25,01A,1143424,1899528,2002,08/25/2009 02:50:36 PM,41.880340286,-87.748826558,"(41.880340286, -87.748826558)"
1347,G761106,02/02/2002 09:45:00 PM,002XX N PULASKI RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1114,011,28,26,01A,1149641,1901366,2002,10/31/2014 03:20:56 PM,41.885265502,-87.725950408,"(41.885265502, -87.725950408)"
1348,HH161435,02/01/2002 10:07:00 PM,047XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0931,009,20,61,01A,1166516,1873069,2002,07/26/2010 02:19:14 PM,41.807271385,-87.664791352,"(41.807271385, -87.664791352)"
1346,HH160527,02/01/2002 02:00:00 AM,027XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1125,011,2,27,01A,1157900,1898534,2002,08/25/2009 02:50:36 PM,41.877329812,-87.695699043,"(41.877329812, -87.695699043)"
1344,HH158954,01/31/2002 09:40:00 AM,062XX S TROY ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0823,008,,66,01A,1156413,1863263,2002,11/06/2012 09:00:33 AM,41.780572027,-87.702110467,"(41.780572027, -87.702110467)"
1345,X396605,01/30/2002 02:49:00 PM,035XX W MCLEAN  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1413,014,,22,01A,1152913,1913363,2002,08/25/2009 02:50:36 PM,41.918122228,-87.713616717,"(41.918122228, -87.713616717)"
1342,HH154152,01/28/2002 07:12:00 PM,057XX S GREEN STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0712,007,,68,01A,1171576,1866894,2002,08/25/2009 02:50:36 PM,41.790217015,-87.646413797,"(41.790217015, -87.646413797)"
1341,HH152261,01/28/2002 12:40:00 AM,059XX N MAGNOLIA   AV,0110,HOMICIDE,FIRST DEGREE MURDER,CHURCH,true,false,2013,020,,77,01A,1166833,1939786,2002,08/25/2009 02:50:36 PM,41.990340629,-87.661713071,"(41.990340629, -87.661713071)"
1340,HH149105,01/26/2002 04:45:00 AM,014XX N KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2534,025,37,23,01A,1148752,1909117,2002,08/25/2009 02:50:36 PM,41.906552282,-87.729014518,"(41.906552282, -87.729014518)"
1339,HH148473,01/25/2002 09:30:00 PM,049XX W 43 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0814,008,,56,01A,1144350,1875663,2002,08/25/2009 02:50:36 PM,41.814834105,-87.746025636,"(41.814834105, -87.746025636)"
1338,HH105585,01/25/2002 01:05:00 PM,016XX W 69 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE/AUTO REPAIR,false,false,0735,007,,67,01A,1166493,1858912,2002,08/25/2009 02:50:36 PM,41.768423326,-87.665279163,"(41.768423326, -87.665279163)"
1337,HH146720,01/25/2002 01:30:00 AM,012XX S INDEPENDENCE BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,1011,010,24,29,01A,1151249,1894045,2002,08/25/2009 02:50:36 PM,41.865144485,-87.720237538,"(41.865144485, -87.720237538)"
1336,HH146676,01/24/2002 11:50:00 PM,030XX W GUNNISON STREET,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1713,017,,14,01A,1155374,1932027,2002,08/25/2009 02:50:36 PM,41.969288388,-87.704071411,"(41.969288388, -87.704071411)"
1335,HH138499,01/20/2002 10:10:00 PM,046XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,LIVERY STAND OFFICE,true,false,0222,002,3,38,01A,1180357,1874057,2002,08/25/2009 02:50:36 PM,41.809675878,-87.613996694,"(41.809675878, -87.613996694)"
1334,HH136059,01/19/2002 09:40:00 AM,039XX N PINE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,2323,019,46,6,01A,1170651,1926490,2002,08/25/2009 02:50:36 PM,41.953773052,-87.648060948,"(41.953773052, -87.648060948)"
1333,HH135394,01/19/2002 06:45:00 AM,0000X W 120 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0523,005,,53,01A,1178245,1825356,2002,08/25/2009 02:50:36 PM,41.67608274,-87.62321715,"(41.67608274, -87.62321715)"
1343,HH133302,01/18/2002 12:15:00 AM,022XX N KEDZIE AV,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1414,014,,22,01A,1154705,1914863,2002,08/25/2009 02:50:36 PM,41.922202629,-87.706992517,"(41.922202629, -87.706992517)"
1331,HH131667,01/17/2002 11:31:00 AM,022XX S STATE STREET,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,0134,001,,33,01A,1176630,1889337,2002,08/25/2009 02:50:36 PM,41.851690223,-87.627205951,"(41.851690223, -87.627205951)"
1330,HH131198,01/17/2002 12:51:00 AM,009XX E MARQUETTE RD,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,0321,003,20,42,01A,1183823,1861491,2002,10/31/2014 03:20:56 PM,41.775113411,-87.601676365,"(41.775113411, -87.601676365)"
1329,HH130681,01/16/2002 06:40:00 PM,019XX W TOUHY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2424,024,49,1,01A,1162102,1947807,2002,11/24/2009 11:12:19 AM,42.012450972,-87.678889145,"(42.012450972, -87.678889145)"
1332,HH130793,01/16/2002 04:20:00 PM,059XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0712,007,16,68,01A,1171030,1865469,2002,08/25/2009 02:50:36 PM,41.786318607,-87.648457449,"(41.786318607, -87.648457449)"
1328,HH127175,01/15/2002 05:43:00 AM,007XX N HARDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,LIVERY STAND OFFICE,true,false,1112,011,27,23,01A,1149956,1904891,2002,10/31/2014 03:20:56 PM,41.894932351,-87.724701847,"(41.894932351, -87.724701847)"
1327,HH122892,01/14/2002 05:05:00 PM,079XX S VINCENNES  AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0621,006,,44,01A,1174973,1852539,2002,08/25/2009 02:50:36 PM,41.750750108,-87.634385727,"(41.750750108, -87.634385727)"
1326,HH123814,01/13/2002 03:17:00 PM,026XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,SEWER,true,false,2112,001,4,35,01A,1178890,1886816,2002,08/25/2009 02:50:36 PM,41.844721132,-87.618988246,"(41.844721132, -87.618988246)"
1325,HH123705,01/13/2002 12:25:00 PM,042XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1114,011,28,26,01A,1147897,1900591,2002,08/25/2009 02:50:36 PM,41.883172509,-87.732374672,"(41.883172509, -87.732374672)"
1324,HH119162,01/11/2002 02:46:00 AM,013XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1011,010,24,29,01A,1150881,1893609,2002,08/25/2009 02:50:36 PM,41.863955254,-87.72159989,"(41.863955254, -87.72159989)"
1323,HH118925,01/10/2002 11:05:00 PM,117XX S SANGAMON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0524,005,34,53,01A,1172140,1827005,2002,08/25/2009 02:50:36 PM,41.680743762,-87.645514666,"(41.680743762, -87.645514666)"
1319,HH114929,01/09/2002 04:35:00 AM,107XX S LANGLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0513,005,9,50,01A,1182797,1833487,2002,08/25/2009 02:50:36 PM,41.698291165,-87.606304722,"(41.698291165, -87.606304722)"
1321,HH114959,01/09/2002 01:55:00 AM,063XX S EBERHART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0312,003,20,42,01A,1180630,1863026,2002,08/25/2009 02:50:36 PM,41.77939955,-87.61333425,"(41.77939955, -87.61333425)"
1318,HH114896,01/09/2002 12:30:00 AM,122XX S LASALLE STREET,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0523,005,,53,01A,1177525,1823483,2002,08/25/2009 02:50:36 PM,41.67095919,-87.625908789,"(41.67095919, -87.625908789)"
1317,HH114518,01/08/2002 08:08:00 PM,006XX E 64 STREET,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0312,003,,42,01A,1181955,1862687,2002,10/31/2014 03:20:56 PM,41.778438756,-87.608487177,"(41.778438756, -87.608487177)"
1316,HH112848,01/08/2002 02:45:00 AM,010XX W 63 ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0724,007,,68,01A,1170635,1863004,2002,08/25/2009 02:50:36 PM,41.779562984,-87.649977544,"(41.779562984, -87.649977544)"
1315,HH112360,01/07/2002 06:55:00 PM,050XX S CARPENTER STREET,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0921,009,,61,01A,1170128,1871397,2002,08/25/2009 02:50:36 PM,41.802605373,-87.651592266,"(41.802605373, -87.651592266)"
1314,HH110742,01/06/2002 09:53:00 PM,014XX E 67 ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0332,003,,43,01A,1187222,1860821,2002,08/25/2009 02:50:36 PM,41.773194845,-87.589237506,"(41.773194845, -87.589237506)"
1313,HH110626,01/06/2002 08:50:00 PM,005XX E 95 ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0511,005,,49,01A,1181752,1842065,2002,10/31/2014 03:20:56 PM,41.721854439,-87.609867065,"(41.721854439, -87.609867065)"
1312,HH110488,01/06/2002 06:10:00 PM,030XX S KOLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1031,010,22,30,01A,1147836,1883989,2002,08/25/2009 02:50:36 PM,41.83761573,-87.73302493,"(41.83761573, -87.73302493)"
1311,HH109379,01/06/2002 01:59:00 AM,031XX S KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1031,010,22,30,01A,1148921,1883532,2002,08/25/2009 02:50:36 PM,41.836340783,-87.729055336,"(41.836340783, -87.729055336)"
1310,HH108838,01/05/2002 08:00:00 PM,059XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0713,007,15,67,01A,1166723,1865558,2002,08/25/2009 02:50:36 PM,41.786655892,-87.664246558,"(41.786655892, -87.664246558)"
1309,HH108838,01/05/2002 07:17:00 PM,059XX S ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION,false,false,0713,007,15,67,01A,1166723,1865558,2002,08/25/2009 02:50:36 PM,41.786655892,-87.664246558,"(41.786655892, -87.664246558)"
1322,G705224,01/05/2002 05:51:00 AM,005XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,1821,018,27,8,01A,1172307,1908305,2002,10/31/2014 03:20:56 PM,41.903836143,-87.642511973,"(41.903836143, -87.642511973)"
