geoid,B17001001 - Total:,B17001002 - Income in the past 12 months below poverty level:,B19057001 - Total:,B19057002 - With public assistance income,B11001002 - Family households:,"B11001006 - Female householder, no husband present",B23025003 - Civilian labor force:,B23025005 - Unemployed,B02001001 - Total:,B02001003 - Black or African American alone,B03001001 - Total:,B03001003 - Hispanic or Latino:,B05002001 - Total:,B05002009 - Born outside the United States:,B07001001 - Total:,B07001017 - Same house 1 year ago:,B25003001 - Total:,B25003002 - Owner occupied
14000US17031010100,4972,1475,2241,78,942,358,2698,373,5068,2328,5068,611,5068,68,4934,3982,2241,399
14000US17031010201,7309,2419,2573,86,1443,582,3822,382,7316,3399,7316,1811,7316,117,7140,5896,2573,750
14000US17031010202,2334,681,1085,87,558,244,1368,178,2583,832,2583,649,2583,14,2517,2036,1085,226
14000US17031010300,5292,1342,2709,73,971,207,3292,344,6065,1606,6065,922,6065,63,5969,4335,2709,956
14000US17031010400,3439,702,1856,48,589,89,2776,339,4694,682,4694,515,4694,32,4582,2970,1856,647
14000US17031010501,3807,831,2246,51,534,209,2585,227,3816,1120,3816,159,3816,88,3769,2969,2246,467
14000US17031010502,3683,1620,1666,80,502,75,2277,206,3760,584,3760,584,3760,20,3746,2393,1666,349
14000US17031010503,2215,844,1150,83,273,35,1293,59,2325,226,2325,342,2325,36,2325,1445,1150,230
14000US17031010600,6862,1566,3135,191,1432,551,4187,493,6946,2515,6946,1723,6946,61,6848,5352,3135,751
14000US17031010701,3929,267,1555,34,940,155,2424,251,3943,684,3943,1766,3943,24,3898,3460,1555,760
14000US17031010702,5509,1844,1844,116,959,173,3131,289,5520,1192,5520,2838,5520,35,5407,4615,1844,597
14000US17031020100,4182,1278,1453,64,897,187,1909,215,4182,1549,4182,447,4182,60,4151,3621,1453,818
14000US17031020200,6534,883,1935,96,1629,254,3176,186,6556,387,6556,426,6556,196,6517,6311,1935,1606
14000US17031020301,5233,333,1933,15,1195,187,1948,171,5233,268,5233,632,5233,102,5164,4635,1933,1399
14000US17031020302,4198,617,1585,9,954,170,2416,305,4514,525,4514,706,4514,21,4425,4014,1585,871
14000US17031020400,4367,444,1705,52,991,186,2507,268,4380,693,4380,1045,4380,12,4360,3743,1705,784
14000US17031020500,5805,1274,2103,166,1228,362,2632,221,6044,1241,6044,1913,6044,31,5989,5232,2103,619
14000US17031020601,6569,1435,1784,123,1307,141,2862,292,6595,416,6595,1246,6595,76,6492,5303,1784,741
14000US17031020602,3924,1000,1377,43,878,157,1955,221,3932,393,3932,1214,3932,80,3862,3214,1377,494
14000US17031020701,1920,487,638,11,524,99,1012,87,1920,149,1920,268,1920,9,1908,1771,638,421
14000US17031020702,7897,1543,2385,45,1621,316,3659,348,8010,123,8010,1121,8010,226,7887,7081,2385,1091
14000US17031020801,4797,1194,1946,97,1278,260,2835,405,4797,67,4797,1848,4797,75,4715,3931,1946,731
14000US17031020802,7245,2264,1995,71,1372,283,3209,197,7251,351,7251,1179,7251,43,7062,6115,1995,727
14000US17031020901,5363,1521,1808,95,1060,213,2863,393,5363,807,5363,1454,5363,47,5262,3531,1808,640
14000US17031020902,4272,777,1522,74,873,106,2153,254,4528,841,4528,495,4528,46,4449,4137,1522,921
14000US17031030101,3855,861,2327,187,861,129,2381,253,3855,751,3855,843,3855,34,3848,3161,2327,803
14000US17031030102,3058,592,1917,52,507,115,2144,317,3101,615,3101,551,3101,34,3065,2594,1917,802
14000US17031030103,1765,423,1132,0,273,0,1300,129,2138,293,2138,357,2138,21,2138,1455,1132,262
14000US17031030104,1972,728,1209,12,205,0,1579,218,3536,586,3536,297,3536,63,3536,1971,1209,355
14000US17031030200,5703,528,2466,18,1146,164,3764,362,5709,484,5709,798,5709,89,5552,4749,2466,1177
14000US17031030300,2931,671,1373,55,514,114,1689,128,2931,379,2931,1210,2931,38,2883,2626,1373,504
14000US17031030400,2589,535,1245,143,580,169,1568,233,2589,279,2589,725,2589,94,2525,2239,1245,481
14000US17031030500,6454,1059,2795,11,1366,267,4156,229,6588,459,6588,2065,6588,100,6423,5427,2795,1235
14000US17031030601,2983,807,1843,59,436,41,2091,293,3169,690,3169,273,3169,40,3169,2575,1843,795
14000US17031030603,2123,597,1222,50,381,184,1313,135,2123,777,2123,152,2123,6,2123,1432,1222,116
14000US17031030604,2860,460,1912,52,471,102,2036,194,2860,500,2860,78,2860,8,2860,2285,1912,667
14000US17031030701,1796,315,953,33,311,103,1226,140,1973,388,1973,98,1973,16,1885,1558,953,198
14000US17031030702,1538,86,1021,0,279,31,939,133,1538,53,1538,22,1538,50,1538,1388,1021,773
14000US17031030703,2620,514,1620,147,489,45,1563,221,2620,437,2620,161,2620,24,2609,2061,1620,548
14000US17031030706,3339,468,2269,89,508,138,2203,111,3339,663,3339,506,3339,131,3247,2642,2269,815
14000US17031030800,4063,668,2003,47,776,150,2688,246,4200,115,4200,630,4200,9,4158,3607,2003,914
14000US17031030900,3276,110,1432,65,726,121,2186,106,3279,77,3279,689,3279,58,3228,2975,1432,634
14000US17031031000,3172,360,1726,12,592,53,2374,133,3218,95,3218,501,3218,63,3215,2472,1726,675
14000US17031031100,4135,388,2235,28,915,155,3222,150,4228,219,4228,631,4228,15,4203,3127,2235,643
14000US17031031200,5104,2290,2696,175,808,252,2515,365,5323,1682,5323,604,5323,44,5265,4448,2696,644
14000US17031031300,7062,1676,3807,219,1438,499,4324,543,7491,1942,7491,808,7491,193,7413,6101,3807,1156
14000US17031031400,5036,488,3176,46,897,247,3798,203,5216,392,5216,528,5216,96,5200,4239,3176,2018
14000US17031031501,3240,1510,1535,161,544,111,1733,76,3321,991,3321,189,3321,63,3291,2623,1535,239
14000US17031031502,4454,1576,2267,240,780,206,2561,273,4532,1984,4532,810,4532,58,4485,3713,2267,270
14000US17031031700,6436,2189,3530,310,1125,299,4167,459,6564,1692,6564,830,6564,64,6483,5068,3530,1088
14000US17031031800,1770,324,931,19,359,18,1256,52,1774,14,1774,306,1774,37,1758,1367,931,369
14000US17031031900,2272,329,1293,29,424,47,1548,146,2272,145,2272,225,2272,88,2264,1811,1293,474
14000US17031032100,6890,1430,4224,140,888,132,5004,571,6968,775,6968,728,6968,137,6816,4916,4224,1175
14000US17031040100,3870,461,1663,55,816,57,2488,353,4074,309,4074,906,4074,160,4049,3443,1663,833
14000US17031040201,5640,933,2610,26,1371,224,3776,312,5679,74,5679,879,5679,60,5594,4400,2610,1088
14000US17031040202,6720,1473,2704,0,1570,299,4015,473,6816,616,6816,1305,6816,132,6719,5736,2704,859
14000US17031040300,2478,234,997,34,669,108,1392,100,2545,196,2545,212,2545,15,2506,2330,997,698
14000US17031040401,2982,381,1281,13,621,61,1891,81,2982,65,2982,590,2982,71,2954,2392,1281,657
14000US17031040402,4431,496,2411,25,806,162,3340,276,4431,230,4431,645,4431,0,4300,2960,2411,851
14000US17031040600,2529,235,1229,59,549,60,1811,97,2529,79,2529,409,2529,28,2476,1942,1229,454
14000US17031040700,3168,245,1487,36,733,90,2276,180,3168,75,3168,773,3168,35,3117,2700,1487,662
14000US17031040800,1664,58,788,0,401,63,1027,76,1766,60,1766,81,1766,0,1726,1463,788,361
14000US17031040900,2174,135,1052,10,452,71,1462,0,2174,1,2174,347,2174,87,2141,1892,1052,387
14000US17031050100,2558,39,1176,20,493,40,1826,91,2558,46,2558,316,2558,22,2488,1925,1176,558
14000US17031050200,5072,224,2304,49,1082,104,3019,231,5072,174,5072,1448,5072,209,4947,4285,2304,1148
14000US17031050300,2512,282,1125,43,504,49,1684,148,2531,15,2531,403,2531,35,2516,2178,1125,552
14000US17031050500,5204,112,2172,16,1188,211,3346,123,5204,32,5204,403,5204,45,5142,4267,2172,1055
14000US17031050600,2503,200,1090,8,503,80,1756,32,2503,55,2503,209,2503,27,2496,1823,1090,446
14000US17031050700,1488,57,722,7,300,48,1163,75,1488,17,1488,149,1488,5,1473,1278,722,474
14000US17031050800,1349,75,551,6,357,18,902,40,1349,5,1349,82,1349,11,1306,1010,551,325
14000US17031050900,1644,106,665,0,356,25,979,38,1644,0,1644,55,1644,15,1616,1325,665,313
14000US17031051000,1543,64,699,4,355,20,1123,17,1551,25,1551,208,1551,19,1491,1052,699,336
14000US17031051100,1683,106,724,19,423,52,1201,68,1683,104,1683,280,1683,56,1672,1265,724,283
14000US17031051200,1619,144,685,0,299,46,1125,25,1630,102,1630,182,1630,24,1603,1351,685,313
14000US17031051300,2730,159,1094,27,700,51,1901,166,2730,53,2730,382,2730,0,2603,2367,1094,618
14000US17031051400,2373,234,971,50,456,89,1597,100,2373,67,2373,490,2373,28,2303,1845,971,565
14000US17031060100,2582,203,1225,17,597,71,1857,128,2582,160,2582,330,2582,46,2535,2009,1225,658
14000US17031060200,1835,339,1060,11,324,58,1427,144,1835,68,1835,242,1835,40,1830,1376,1060,334
14000US17031060300,3270,148,1271,9,643,79,2296,89,3270,10,3270,77,3270,36,3227,2489,1271,663
14000US17031060400,4162,289,1560,8,740,61,2799,158,4162,0,4162,500,4162,36,4035,3163,1560,761
14000US17031060500,1157,300,694,37,149,0,713,26,1157,43,1157,89,1157,27,1157,858,694,128
14000US17031060800,4821,341,3096,42,668,52,3883,165,4834,248,4834,237,4834,139,4834,3873,3096,1650
14000US17031060900,6557,492,4395,60,958,13,4842,285,6557,395,6557,1083,6557,133,6557,5246,4395,1716
14000US17031061000,1672,230,837,16,218,13,1331,51,1672,25,1672,273,1672,23,1645,1061,837,288
14000US17031061100,1253,154,578,0,176,32,1096,66,1253,0,1253,46,1253,9,1236,805,578,193
14000US17031061200,2296,312,921,24,294,52,1781,72,2296,32,2296,73,2296,25,2286,1327,921,308
14000US17031061500,2028,97,840,11,313,8,1579,64,2028,28,2028,179,2028,39,2006,1362,840,262
14000US17031061800,1068,182,693,6,95,29,916,42,1145,13,1145,115,1145,5,1145,704,693,120
14000US17031061901,3767,478,2391,72,495,123,2826,112,3767,139,3767,416,3767,41,3767,2703,2391,724
14000US17031061902,3891,408,2819,116,533,36,2688,128,3891,197,3891,273,3891,0,3873,2824,2819,746
14000US17031062000,2762,251,1516,0,320,43,2316,51,2762,139,2762,156,2762,56,2715,1847,1516,415
14000US17031062100,3313,489,1576,23,441,19,2691,146,3313,27,3313,158,3313,36,3237,2062,1576,588
14000US17031062200,3065,343,1381,13,524,27,2512,117,3085,42,3085,248,3085,26,3005,1859,1381,616
14000US17031062300,1668,219,731,10,238,27,1194,94,1668,0,1668,78,1668,50,1637,1300,731,319
14000US17031062400,1709,13,748,1,365,7,1248,17,1709,25,1709,124,1709,64,1669,1289,748,323
14000US17031062500,1246,96,631,0,222,10,1084,50,1246,0,1246,50,1246,5,1205,824,631,290
14000US17031062600,2272,190,966,0,470,21,1402,108,2272,21,2272,367,2272,12,2224,1815,966,581
14000US17031062700,2696,451,1143,0,483,73,1796,50,2696,24,2696,171,2696,14,2685,1816,1143,475
14000US17031062800,3630,351,1519,31,736,36,2679,106,3630,131,3630,303,3630,41,3537,2285,1519,745
14000US17031062900,4278,632,1887,12,676,91,3297,71,4278,10,4278,168,4278,77,4145,2952,1887,867
14000US17031063000,3267,661,1714,0,394,67,2695,155,3275,58,3275,207,3275,54,3243,2030,1714,421
14000US17031063100,2379,398,1352,19,310,26,1853,60,2384,63,2384,148,2384,44,2355,1317,1352,317
14000US17031063200,6059,944,4112,0,931,119,4361,294,6142,272,6142,161,6142,41,6091,3995,4112,1335
14000US17031063301,2418,592,1778,58,218,9,1844,57,2418,152,2418,146,2418,58,2418,1530,1778,305
14000US17031063302,4040,379,2736,11,479,39,3148,85,4040,51,4040,186,4040,37,4010,2590,2736,952
14000US17031063303,1272,60,959,36,135,9,678,31,1275,37,1275,6,1275,8,1251,890,959,394
14000US17031063400,2070,496,1233,0,216,8,1613,69,2070,128,2070,152,2070,18,2063,1309,1233,370
14000US17031070101,4131,557,2654,59,663,0,2526,121,4131,73,4131,22,4131,9,4100,2912,2654,1340
14000US17031070102,2355,233,1657,0,219,8,2012,64,2355,221,2355,355,2355,25,2355,1373,1657,513
14000US17031070103,1795,323,1179,0,208,9,1476,106,1795,38,1795,195,1795,11,1795,1167,1179,150
14000US17031070200,3965,408,2030,15,658,42,2925,97,4142,160,4142,286,4142,46,4113,2875,2030,856
14000US17031070300,3370,655,1649,0,440,33,2663,136,3408,29,3408,137,3408,22,3370,2088,1649,690
14000US17031070400,3500,423,1576,93,610,14,2038,100,3500,108,3500,305,3500,83,3404,2501,1576,645
14000US17031070500,2867,216,1278,0,506,28,1993,123,3147,116,3147,210,3147,109,3068,2288,1278,622
14000US17031070600,2834,60,1230,0,596,14,2007,92,2834,47,2834,145,2834,56,2772,2439,1230,869
14000US17031070700,3673,440,1488,30,720,44,2410,80,3673,99,3673,616,3673,138,3537,2539,1488,768
14000US17031071000,2353,599,1069,11,265,56,2505,277,4095,164,4095,448,4095,86,4063,2060,1069,448
14000US17031071100,2531,422,1083,0,411,40,2017,93,2971,83,2971,109,2971,15,2941,1652,1083,500
14000US17031071200,2089,400,1051,19,296,32,1309,48,2091,87,2091,200,2091,34,2081,1470,1051,432
14000US17031071300,3533,364,1967,0,600,9,2398,122,3556,109,3556,85,3556,29,3542,2544,1967,837
14000US17031071400,4666,579,2739,36,756,79,3068,95,4666,151,4666,234,4666,60,4612,3428,2739,824
14000US17031071500,5562,462,3696,29,765,96,4228,275,5562,228,5562,275,5562,66,5468,4140,3696,1383
14000US17031071600,1702,195,756,5,359,39,1064,72,1702,80,1702,28,1702,4,1678,1280,756,385
14000US17031071700,1784,186,765,0,409,84,1165,44,1784,254,1784,170,1784,26,1766,1443,765,416
14000US17031071800,2572,170,1144,11,619,72,1533,129,2606,356,2606,196,2606,9,2549,2357,1144,728
14000US17031080100,6446,400,4052,15,1392,42,4172,138,6446,285,6446,391,6446,83,6446,5208,4052,2059
14000US17031080201,3463,191,2354,0,541,0,2358,174,3463,177,3463,71,3463,14,3463,2760,2354,1235
14000US17031080202,3521,175,2345,0,712,95,2710,103,3521,175,3521,83,3521,16,3410,2423,2345,1249
14000US17031080300,4496,455,2506,85,723,120,3606,156,4496,326,4496,257,4496,92,4434,3365,2506,1277
14000US17031080400,4469,2369,1969,41,778,479,2272,435,4469,2586,4469,124,4469,0,4454,3818,1969,609
14000US17031081000,6658,1484,4859,197,955,160,4998,309,7811,815,7811,566,7811,135,7709,5317,4859,841
14000US17031081100,3652,782,2697,127,443,0,2711,267,3652,380,3652,196,3652,55,3632,2473,2697,606
14000US17031081201,4361,397,2902,15,784,36,3186,330,4551,113,4551,271,4551,54,4551,3283,2902,1534
14000US17031081202,3268,239,1977,18,728,180,1905,126,3268,0,3268,198,3268,107,3244,2744,1977,1397
14000US17031081300,4994,366,3213,40,1097,30,3095,192,4994,270,4994,132,4994,0,4921,4167,3213,1994
14000US17031081401,2311,319,1500,17,375,0,1439,327,2360,413,2360,58,2360,197,2360,1645,1500,790
14000US17031081402,4072,332,2771,52,960,94,2432,100,4072,183,4072,141,4072,56,4057,3124,2771,1310
14000US17031081403,6786,405,4694,40,1317,16,4979,369,6786,112,6786,431,6786,224,6686,4405,4694,1257
14000US17031081500,4176,421,2798,9,873,30,2855,131,4196,23,4196,102,4196,166,4145,3021,2798,1304
14000US17031081600,3385,481,2249,0,609,17,2570,281,3385,58,3385,266,3385,26,3257,2433,2249,747
14000US17031081700,3225,206,2107,29,384,17,2610,95,3225,166,3225,578,3225,15,3132,2065,2107,550
14000US17031081800,7243,343,4914,0,1517,175,6186,371,7243,188,7243,372,7243,1,7148,5081,4914,2681
14000US17031081900,1297,511,557,13,290,142,720,98,1297,674,1297,31,1297,0,1238,952,557,245
14000US17031090100,3122,90,1262,10,930,124,1687,67,3122,0,3122,264,3122,41,3107,2874,1262,1147
14000US17031090200,6331,158,2773,32,1509,136,3653,313,6331,0,6331,396,6331,139,6306,5880,2773,2092
14000US17031090300,1431,103,562,10,346,36,736,67,1431,0,1431,26,1431,0,1431,1360,562,501
14000US17031100100,5989,313,2229,28,1473,248,3324,333,5989,27,5989,1020,5989,98,5851,5748,2229,1489
14000US17031100200,6843,226,2787,54,1720,340,4098,340,7024,224,7024,1162,7024,95,6953,6172,2787,1959
14000US17031100300,5911,474,2502,112,1435,217,2712,278,6209,84,6209,820,6209,30,6192,5726,2502,1713
14000US17031100400,2959,308,1222,7,838,32,1631,116,2961,4,2961,281,2961,44,2879,2708,1222,1174
14000US17031100500,5162,69,1938,12,1366,173,2680,146,5162,3,5162,842,5162,48,5097,4702,1938,1764
14000US17031100600,4938,202,1829,17,1213,205,2738,309,4938,19,4938,730,4938,63,4904,4567,1829,1552
14000US17031100700,4690,544,1849,26,1287,137,2684,287,4705,17,4705,564,4705,69,4696,4536,1849,1702
14000US17031110100,5993,382,2017,30,1315,153,2983,276,5993,76,5993,1213,5993,239,5955,5154,2017,1225
14000US17031110200,2893,424,1143,0,715,108,1560,271,2893,14,2893,344,2893,31,2890,2732,1143,668
14000US17031110300,5310,242,1828,21,1299,142,3071,322,5310,37,5310,1047,5310,65,5301,5239,1828,1649
14000US17031110400,4678,252,1803,19,1126,136,2497,403,4734,26,4734,1075,4734,95,4679,4119,1803,1082
14000US17031110501,4829,191,1687,22,1098,170,2559,217,4837,157,4837,1198,4837,107,4768,4193,1687,1129
14000US17031110502,3407,587,1431,49,800,139,1965,367,3445,34,3445,805,3445,69,3363,3139,1431,686
14000US17031120100,3935,161,1466,10,1087,71,1878,114,3935,3,3935,214,3935,43,3909,3828,1466,1404
14000US17031120200,4526,106,1622,0,1179,113,2176,118,4526,38,4526,353,4526,21,4490,4175,1622,1362
14000US17031120300,6513,389,2360,36,1839,193,3535,296,6513,112,6513,577,6513,0,6357,5847,2360,2219
14000US17031120400,3736,502,1288,15,874,70,2151,107,3736,0,3736,1069,3736,88,3711,3414,1288,1002
14000US17031130100,5965,516,2063,124,1202,191,2550,315,6149,78,6149,606,6149,117,6095,5892,2063,1259
14000US17031130200,1530,145,585,0,344,50,948,44,1530,58,1530,273,1530,7,1530,1371,585,454
14000US17031130300,5403,688,1756,20,1258,220,2666,277,5403,138,5403,1122,5403,67,5313,4544,1756,896
14000US17031140100,4034,1467,1184,55,736,168,2241,236,4034,411,4034,2310,4034,251,3987,3148,1184,340
14000US17031140200,5142,1255,1708,46,1023,160,3870,353,5998,216,5998,3057,5998,136,5989,4724,1708,483
14000US17031140301,2739,562,718,18,532,156,1707,115,2739,43,2739,1889,2739,203,2732,1956,718,264
14000US17031140302,4325,1257,1402,85,908,155,2222,235,4597,406,4597,1998,4597,107,4528,3906,1402,482
14000US17031140400,7347,1006,2195,13,1618,282,3718,312,7347,73,7347,2332,7347,44,7179,6100,2195,1307
14000US17031140500,4239,684,1271,27,1000,103,2363,364,4239,145,4239,2154,4239,87,4112,3614,1271,560
14000US17031140601,3287,745,882,31,613,129,1646,147,3287,131,3287,2174,3287,56,3267,2498,882,347
14000US17031140602,5714,1350,1662,71,1072,250,3233,496,5714,288,5714,4000,5714,207,5558,3774,1662,331
14000US17031140701,2296,233,921,14,508,112,1513,163,2296,68,2296,1097,2296,26,2281,1873,921,328
14000US17031140702,6154,1397,1959,33,1285,353,3400,460,6163,371,6163,3948,6163,170,6083,4772,1959,601
14000US17031140800,7604,1075,2707,64,1807,146,4694,528,7604,114,7604,2994,7604,76,7580,6811,2707,1155
14000US17031150200,7590,1571,3071,54,1860,590,4475,456,7601,244,7601,2331,7601,318,7454,6327,3071,1222
14000US17031150300,7017,796,2849,117,1685,467,4253,481,7017,103,7017,2137,7017,161,6889,6378,2849,1590
14000US17031150401,4660,676,1819,10,1149,368,2743,454,4660,23,4660,1082,4660,48,4643,4195,1819,1086
14000US17031150402,3642,433,1257,25,909,229,2034,294,3642,0,3642,1863,3642,181,3606,3312,1257,771
14000US17031150501,3932,199,1276,41,1009,162,2239,134,3932,4,3932,1337,3932,92,3868,3619,1276,1094
14000US17031150502,4616,511,1546,18,1003,292,2305,181,4679,23,4679,2095,4679,387,4521,3933,1546,869
14000US17031150600,3818,415,1378,8,903,215,2117,275,3818,0,3818,1382,3818,31,3786,3647,1378,928
14000US17031150700,4414,348,1440,43,1117,122,2385,295,4422,30,4422,1942,4422,128,4360,4242,1440,1068
14000US17031150800,5270,622,1791,83,1263,207,3142,455,5270,25,5270,2857,5270,193,5248,4476,1791,944
14000US17031151001,2421,970,831,5,555,190,1305,145,2421,53,2421,1716,2421,126,2377,2139,831,371
14000US17031151002,5007,771,1550,40,1030,354,3108,551,5034,6,5034,3402,5034,225,4929,4139,1550,623
14000US17031151100,5155,748,1697,92,1093,245,2872,345,5163,35,5163,2722,5163,301,5079,4577,1697,816
14000US17031151200,3707,314,1254,12,842,106,2041,182,3716,145,3716,1227,3716,25,3716,3480,1254,887
14000US17031160100,2819,147,941,62,675,103,1458,185,2824,1,2824,594,2824,59,2777,2281,941,577
14000US17031160200,3740,244,1392,11,854,123,2151,296,3761,132,3761,849,3761,65,3654,3484,1392,796
14000US17031160300,3672,998,1807,62,611,56,2088,221,3757,601,3757,932,3757,88,3695,2873,1807,611
14000US17031160400,5092,1340,1885,87,1099,225,3210,460,5092,153,5092,2481,5092,147,5034,4369,1885,767
14000US17031160501,4289,821,1314,62,997,267,2270,178,4309,150,4309,2992,4309,80,4173,3990,1314,562
14000US17031160502,4561,646,1361,60,949,142,2575,229,4599,25,4599,2878,4599,71,4530,3811,1361,672
14000US17031160601,3996,483,1339,37,879,41,2161,121,3996,14,3996,2229,3996,20,3908,3505,1339,518
14000US17031160602,3911,743,1548,28,833,198,2347,219,3937,108,3937,2006,3937,153,3851,3412,1548,562
14000US17031160700,5591,800,1980,181,1323,344,2954,228,5816,291,5816,2828,5816,146,5760,5005,1980,983
14000US17031160800,5698,525,1900,42,1195,291,3620,457,5698,55,5698,3383,5698,238,5618,4635,1900,851
14000US17031160900,2468,201,1000,14,641,157,1462,213,2469,9,2469,641,2469,66,2449,2255,1000,646
14000US17031161000,1753,227,784,0,409,92,1009,77,1762,6,1762,474,1762,42,1749,1586,784,421
14000US17031161100,2215,182,764,49,547,61,1206,102,2215,36,2215,387,2215,43,2146,1902,764,575
14000US17031161200,2823,254,852,102,646,148,1379,161,2823,14,2823,1468,2823,66,2733,2487,852,509
14000US17031161300,3754,581,1435,82,833,218,1958,192,3783,91,3783,2245,3783,149,3755,3147,1435,435
14000US17031170100,1797,250,992,27,457,113,690,15,1906,37,1906,226,1906,74,1887,1610,992,791
14000US17031170200,4030,258,1187,44,900,216,2336,266,4030,1,4030,1299,4030,209,4020,3767,1187,899
14000US17031170300,5062,812,1850,0,1328,227,3005,270,5065,3,5065,1071,5065,74,5025,4780,1850,1385
14000US17031170400,3716,621,1406,0,1018,234,2087,204,3716,10,3716,663,3716,93,3686,3515,1406,1171
14000US17031170500,4699,259,1860,0,1323,229,2915,124,4699,149,4699,947,4699,124,4612,4348,1860,1438
14000US17031170600,2752,197,958,4,652,120,1433,172,2752,62,2752,511,2752,45,2689,2530,958,662
14000US17031170700,2808,410,993,18,770,137,1624,303,2808,0,2808,479,2808,49,2769,2620,993,764
14000US17031170800,3708,571,1385,0,903,162,2109,370,3708,10,3708,979,3708,38,3671,3357,1385,986
14000US17031170900,1740,130,607,5,437,130,961,134,1740,88,1740,355,1740,62,1721,1459,607,450
14000US17031171000,7429,621,2618,83,1822,385,4207,255,7430,130,7430,2007,7430,276,7386,6882,2618,1828
14000US17031171100,4551,288,1316,40,1037,128,2771,434,4551,0,4551,1902,4551,244,4415,4090,1316,907
14000US17031180100,5306,699,1966,22,1298,202,2942,323,5413,91,5413,2400,5413,127,5336,4842,1966,1426
14000US17031190100,2660,412,772,21,502,156,1596,280,2671,61,2671,2202,2671,180,2591,2327,772,267
14000US17031190200,5828,1550,1542,44,1260,300,3081,558,5831,107,5831,4338,5831,349,5691,5416,1542,909
14000US17031190300,5105,797,1780,63,1054,276,3018,475,5116,0,5116,3253,5116,525,5047,4715,1780,885
14000US17031190401,4238,460,1216,10,974,222,2203,490,4238,0,4238,2537,4238,338,4147,4004,1216,762
14000US17031190402,4731,934,1505,75,971,285,2516,503,4731,170,4731,3265,4731,285,4634,4249,1505,895
14000US17031190601,4744,1237,1203,43,1023,175,2533,496,4744,157,4744,3708,4744,231,4710,3987,1203,529
14000US17031190602,4850,830,1315,85,1093,298,2307,318,5153,467,5153,3861,5153,272,5084,4797,1315,768
14000US17031190701,2733,179,824,16,596,172,1413,178,2733,86,2733,2081,2733,95,2705,2477,824,393
14000US17031190702,4905,965,1335,9,1179,234,2534,321,4923,254,4923,3895,4923,239,4764,4261,1335,533
14000US17031190800,6901,1380,1927,8,1554,422,3102,443,6901,249,6901,5781,6901,542,6736,6011,1927,843
14000US17031190900,2154,465,607,16,434,168,1269,211,2154,228,2154,1773,2154,168,2154,2003,607,368
14000US17031191000,2875,699,677,0,634,199,1448,254,2875,129,2875,2640,2875,152,2823,2706,677,420
14000US17031191100,7561,1938,1914,93,1611,529,3741,720,7561,551,7561,6622,7561,388,7424,6510,1914,786
14000US17031191200,3881,1316,962,32,770,173,1576,184,3881,72,3881,3495,3881,69,3797,3332,962,373
14000US17031191301,5961,1276,1477,107,1239,258,3028,432,5961,690,5961,5080,5961,209,5950,5586,1477,731
14000US17031191302,5033,1282,1293,35,1092,221,2131,219,5033,266,5033,4716,5033,155,4940,4456,1293,567
14000US17031200100,4605,593,1300,0,944,226,2389,328,4651,53,4651,3881,4651,348,4535,3953,1300,593
14000US17031200200,5359,859,1531,27,1152,432,2786,405,5369,39,5369,4885,5369,621,5305,4292,1531,576
14000US17031200300,2231,612,625,0,486,113,1217,159,2231,21,2231,2020,2231,144,2204,1776,625,215
14000US17031200401,4067,757,993,33,902,222,1935,217,4067,48,4067,3879,4067,466,4023,3785,993,435
14000US17031200402,3898,1096,1146,11,795,229,2063,297,3898,74,3898,3621,3898,434,3863,3293,1146,479
14000US17031210100,3925,696,1438,39,926,169,2255,207,3991,158,3991,1821,3991,96,3923,2933,1438,709
14000US17031210400,2974,626,1004,16,580,132,1577,172,2999,49,2999,2084,2999,66,2957,2587,1004,409
14000US17031210501,4706,865,1480,77,1048,289,2502,305,4706,202,4706,3155,4706,244,4619,3882,1480,340
14000US17031210502,5035,1219,1551,18,1100,433,2490,312,5046,55,5046,3573,5046,119,4960,4539,1551,447
14000US17031210601,3232,323,1044,32,725,77,1918,122,3251,48,3251,2206,3251,140,3197,3018,1044,516
14000US17031210602,4032,950,1443,27,851,312,2211,185,4032,66,4032,2950,4032,143,3903,3085,1443,542
14000US17031210700,4248,581,1615,128,886,291,2753,279,4270,13,4270,2788,4270,170,4175,3748,1615,677
14000US17031210800,1126,255,369,0,218,23,629,63,1127,18,1127,651,1127,4,1127,872,369,133
14000US17031210900,3107,395,1172,9,660,182,1766,154,3107,196,3107,1801,3107,209,3100,2792,1172,522
14000US17031220300,2153,202,988,14,410,164,1550,140,2153,84,2153,492,2153,43,2088,1601,988,386
14000US17031220400,2618,286,1164,6,513,73,1680,92,2618,24,2618,794,2618,85,2595,2209,1164,455
14000US17031220500,2731,545,1242,15,497,96,1782,96,2731,161,2731,800,2731,106,2604,2236,1242,503
14000US17031220601,1449,246,694,0,275,94,896,71,1449,163,1449,645,1449,111,1444,1130,694,275
14000US17031220602,4548,1170,2173,75,873,207,3002,259,4554,285,4554,1593,4554,424,4411,3258,2173,590
14000US17031220701,3685,973,1179,65,820,216,1700,158,3699,352,3699,2524,3699,367,3620,2916,1179,344
14000US17031220702,4263,970,1296,77,909,306,2111,112,4321,202,4321,3244,4321,260,4271,3623,1296,442
14000US17031220901,3332,1315,1024,94,684,131,1412,230,3332,308,3332,2468,3332,436,3257,2663,1024,351
14000US17031220902,3205,1077,970,73,635,171,1559,146,3205,228,3205,2438,3205,141,3161,2558,970,378
